"name","address","suburb","city","postCode","phone","longitude","latitude"
"Countdown Rangitikei Street","249 Rangitikei Street","Palmerston North","Palmerston North","4410","06 354 5930","175.6062154","-40.3500778"
"Inner City Post & Lotto","480 Main Street","Palmerston North","Palmerston North","4410","06 356 9495","175.6122535","-40.35543966"
"Melody's New World","299 Broadway Avenue","Palmerston North","Palmerston North","4414","06 358 3029","175.6246155","-40.34866218"
"Pak N Save Palmerston North","335 Ferguson Street","Palmerston North","Palmerston North","4410","06 3564043","175.6126598","-40.35984551"
"Pioneer New World","179 Main Street","Takaro","Palmerston North","4412","06 3576586","175.6004966","-40.36061237"
"Plaza Lotto","84 The Square","Palmerston North","Palmerston North","4410","06 3545688","175.6118363","-40.3574404"
"Relay Palmerston North Airport","Airport Drive","Milson","Palmerston North","4442","09 927 5446","175.620987","-40.323377"
"Whitcoulls P.N Broadway","38 Broadway Avenue","Palmerston North","Palmerston North","4410","06 952 6140","175.6125214","-40.3544034"
"Z Pioneer Highway","676 Pioneer Highway","Highbury","Palmerston North","4412","06 357 0972","175.593105","-40.3647314"
"Village Four Square Lotto","141 Cambridge Avenue","Ashhurst","Palmerston North","4810","06 326 8014","175.7551482","-40.28977572"
"Awapuni Four Square","149 Maxwells Line","Awapuni","Palmerston North","4412","06 3567335","175.5851218","-40.37970634"
"Cloverlea Four Square","7 Botanical Road","Takaro","Palmerston North","4412","06 354 3589","175.5851358","-40.3510603"
"Aokautere New World","198 Ruapehu Drive","Fitzherbert","Palmerston North","4410","06 354 7052","175.6395866","-40.38752583"
"Highbury Four Square","54 Pembroke Street","Highbury","Palmerston North","4412","06 354 9430","175.5858942","-40.35981308"
"Hokowhitu Four Square & Lotto","354 Albert Street","Hokowhitu","Palmerston North","4410","06 357 8680","175.635329","-40.36485249"
"Countdown Kelvin Grove","Fearnlea Ave","Kelvin Grove","Palmerston North","4414","06 356 6067","175.653062","-40.330025"
"Kaimanawa Four Square","1 Kaimanawa Street","Kelvin Grove","Palmerston North","4414","06 357 2316","175.6377628","-40.32738961"
"Super Seven Four Square","67 Milson Line","Milson","Palmerston North","4414","06 357 8389","175.6149928","-40.33162616"
"Caltex Terrace End","839 Main Street","Roslyn","Palmerston North","4414","06 358 1481","175.633144","-40.346102"
"Vogel Street Pharmacy","47 Vogel Street","Roslyn","Palmerston North","4414","06 355 1905","175.631119","-40.3315829"
"Z Terrace End","768 Main Street","Terrace End","Palmerston North","4414","06 357 1906","175.629381","-40.348567"
"Limbrick Street Maxi Mart","56A Limbrick Street","Terrace End","Palmerston North","4410","06 358 6284","175.63824","-40.347176"
"Caltex Fitzherbert","161 Fitzherbert Avenue","West End","Palmerston North","4410","06 357 0293","175.616398","-40.362392"
"Top Cook Dairy","279 College Street","West End","Palmerston North","4412","06 358 2288","175.606837","-40.3661"
"Havelock Ave Four Square","55 Havelock Avenue","Westbrook","Palmerston North","4412","06 354 8575","175.5763943","-40.35771101"
"Countdown Papakura","2 Averill Street","Papakura","Papakura","2110","09 255 2387","174.9432371","-37.06395499"
"Countdown Roselands Papakura","90 Great South Road","Papakura","Papakura","2110","09 255 2455","174.940708","-37.05953343"
"Mobil Papakura","347 Great South Road","Papakura","Papakura","2110","09 296 6460","174.9431876","-37.06960083"
"Papakura Photo Image","237 Great South Road","Papakura","Papakura","2112","09 298 2660","174.9434358","-37.06422183"
"Supervalue Settlement Road","54 Settlement Road","Papakura","Papakura","2110","09 298 1500","174.9547475","-37.06620293"
"Keri Hill Superette","1 Robb Street","Papakura","Papakura","2110","09 298 3116","174.9642804","-37.05383769"
"Pharmacy Plus Papakura","161 Great South Road","Papakura","Papakura","2110","09 298 7564","174.942066","-37.06269607"
"Roselands Lotto","94 Great South Road","Papakura","Papakura","2110","09 298 5615","174.9405545","-37.05971266"
"Caltex Karaka","State Highway 22","RD1","Papakura","2580","09 2948077","174.8843684","-37.13867882"
"Hunua Mini Supermarket","2330 Hunua Road","Clevedon","Papakura","2583","09 292 4447","175.072573","-37.082448"
"Edinburgh Foodmarket","27 Edinburgh Avenue","Rosehill","Papakura","2113","09 298 8465","174.9369199","-37.07909121"
"My Pharmacy Papamoa Plaza","7 Gravatt Road","Papamoa Beach","Papamoa","3118","07 572 0355","176.2838143","-37.69860895"
"Pak n Save Papamoa","42 Domain Road","Papamoa Beach","Papamoa","3118","07 547 4494","176.2837923","-37.70179434"
"Papamoa Beach Four Square","1200 Papamoa Beach Rd","Papamoa Beach","Papamoa","3118","07 542 5330","176.3428133","-37.7175329"
"Papamoa Superette","544 Papamoa Beach Road","Papamoa Beach","Papamoa","3118","07 542 0614","176.2836251","-37.69675967"
"Papamoa Beach Superette","890 Papamoa Beach Road","Papamoa Beach","Papamoa","3118","07 542 0207","176.316643","-37.708655"
"Papamoa Super Seven","1056 Papamoa Beach Road","Papamoa Beach","Papamoa","3118","07 542 3302","176.3309254","-37.71358443"
"Z Palm Beach","16 Domain Road","Papamoa Beach","Papamoa","3118","07 572 0541","176.284393","-37.69912"
"Parakai Four Square","137 Parkhurst Road","Parakai","Parakai","0830","09 4208186","174.4337653","-36.6615534"
"Coastlands Lotto","State Highway 1","Paraparaumu","Paraparaumu","5032","04 902 9884","175.0041531","-40.91638426"
"Kapiti Four Square","128-140 Kapiti Road","Paraparaumu","Paraparaumu","5032","04 892 0015","174.9973822","-40.90566381"
"Kapiti Pak N Save","Rimu Road","Paraparaumu","Paraparaumu","5032","04 2966222","175.0025698","-40.917912"
"New World Kapiti","159 Kapiti Road","Paraparaumu","Paraparaumu","5032","04 298 0011","174.99473","-40.905437"
"Z Kapiti Rd","Cnr Kapiti Rd and Milne Dr","Paraparaumu","Paraparaumu","5032","04 297 3400","174.9975582","-40.90663842"
"Diana's Lotto","24 Maclean Street","Paraparaumu Beach","Paraparaumu","5032","04 902 5455","174.9803137","-40.89434788"
"Kena Kena Four Square","4 Donovan Road","Paraparaumu Beach","Paraparaumu","5032","04 298 3660","174.9937243","-40.88247609"
"Raumati Beach Four Square","5 Margaret Road","Raumati Beach","Paraparaumu","5032","04 2993553","174.981555","-40.919038"
"Raumati South Four Square","30 Poplar Avenue","Raumati South","Paraparaumu","5032","04 902 8727","174.977499","-40.936524"
"Patea Four Square","87 Egmont Street","Patea","Patea","4520","06 273 8202","174.473483","-39.755876"
"Pauanui Supervalue","Jubilee Drive","Pauanui","Pauanui","3579","07 864 7692","175.864219","-37.02336475"
"Pegasus General Store","8 Tahuna Street","Pegasus","Pegasus","7648","03 920 4034","172.698098","-43.314563"
"Fresh Choice Picton","100 High Street","Picton","Picton","7220","03 573 6463","174.0067622","-41.29243828"
"On the Spot Picton","100 Waikawa Road","","Picton","7220","03 573 6336","174.017213","-41.286494"
"Picton Four Square Supermarket","49 High Street","Picton","Picton","7220","03 573 6443","174.0065447","-41.29036171"
"Pio Pio Superette","55 Moa Street","Piopio","Piopio","3912","07 877 8070","175.0157941","-38.4665723"
"Pirongia Four Square","269 Crozier Street","Pirongia","Pirongia","3802","07 871 9152","175.2002523","-37.99123556"
"Pleasant Point Dairy","75 Main Road","Pleasant Point","Pleasant Point","7903","03 614 7515","171.1313845","-44.26097074"
"Pokeno Superette","55 Great South Road","Pokeno","Pokeno","2471","09 233 6557","175.022078","-37.24600165"
"BP 2 Go Pongakawa","1646 State Highway 2","Pongakawa","Pongakawa","3186","07 533 4155","176.489888","-37.822174"
"Centre Food Store","6 Cobham Court","Porirua","Porirua","5022","04 237 4404","174.8392984","-41.13552666"
"Countdown Porirua","1 Parumoana Street","Porirua","Porirua","5022","04 239 6060","174.8412406","-41.13371473"
"New World Porirua","Lyttelton Avenue","Porirua","Porirua","5022","04 237 0012","174.8420371","-41.13730269"
"Pak N Save Porirua","12-14 Parumoana Street","Porirua","Porirua","5022","04 238 0601","174.8415208","-41.13186664"
"Bedford Four Square","194 Bedford Street","Cannons Creek","Porirua","5024","04 237 0630","174.8660914","-41.1427427"
"North City Lotto","2 Titahi Bay Road","Elsdon","Porirua","5022","04 237 9858","174.8395486","-41.13749088"
"Takapuwahia Superette","59 Takapuwahia Drive","Takapuwahia","Porirua","5022","04 237 5887","174.831963","-41.124253"
"Paremata New World","93 Mana Esplanade","Mana","Porirua","5026","04 2331666","174.8689653","-41.09399074"
"Pauatahanui General Store","17 Paekakariki Hill Road","Pauatahanui","Porirua","5381","04 237 0082","174.9165175","-41.10466722"
"Plimmerton Four Square","4 Steyne Avenue","Plimmerton","Porirua","5026","04 233 1090","174.8654869","-41.08225103"
"Paper Plus North City","2 Titahi Bay Road","Porirua City Centre","Porirua","5022","04 237 4990","174.841773","-41.136603"
"Morere Four Square","64a Morere Street","Titahi Bay","Porirua","5022","04 236 8775","174.843255","-41.108218"
"Titahi Bay Four Square","13 Whitehouse Road","Titahi Bay","Porirua","5022","04 236 7450","174.8382514","-41.10819138"
"Waitangirua Four Square","Waitangirua Mall","Waitangirua","Porirua","5024","04 235 8160","174.8800145","-41.12899794"
"Whitby New World","Discovery Drive","Whitby","Porirua","5024","04 234 8961","174.8936874","-41.11721907"
"Eastside Four Square & Lotto","18 Mungavin Avenue","Porirua East","Porirua East","5024","04 2379579","174.8499986","-41.13920067"
"Windsor On the Spot Express","22 George Street","Port Chalmers","Port Chalmers","9023","03 472 8690","170.6214353","-45.81563871"
"Port Waikato Store & Post Centre","10 Tuakau Bridge Rd","Port Waikato","Port Waikato","2695","09 232 9827","174.731332","-37.386125"
"Countdown Pukekohe","Tobin Street","Pukekohe","Pukekohe","2120","09 237 0220","174.9014725","-37.19924352"
"Countdown Pukekohe South","186-192 Manukau Road","Pukekohe","Pukekohe","2120","09 237 3080","174.9106749","-37.21150349"
"Fresh n Save Pukekohe","241 Manukau Road","Pukekohe","Pukekohe","2120","09 238 1286","174.9099895","-37.21446733"
"Hill Superette","281 Queen Street","Pukekohe","Pukekohe","2120","09 238 6054","174.899495","-37.216925"
"Lochview Dairy","10 Paerata Road","Pukekohe","Pukekohe","2120","09 238 7424","174.9024373","-37.18994813"
"Pak N Save Pukekohe","99 Queen Street","Pukekohe","Pukekohe","2120","09 238 0400","174.9003242","-37.20527735"
"Paper Plus Pukekohe","43 King Street","Franklin","Pukekohe","2120","09 2385771","174.9023468","-37.2005568"
"Waiau Pa Four Square","Waiau Pa Road","RD4","Pukekohe","2679","09 232 1729","174.7515234","-37.13741711"
"Challenge Putaruru","107 Tirau Street","Putaruru","Putaruru","3411","07 882 1316","175.7821582","-38.04491026"
"Nana's Toybox","7 Princes Street","Putaruru","Putaruru","3411","07 883 8291","175.7788446","-38.05162167"
"Alpine Supermarket","2 Shotover Street","Queenstown","Queenstown","9300","03 4428961","168.6620791","-45.02958673"
"Fresh Choice Queenstown","64 Gorge Road","Queenstown","Queenstown","9348","03 441 1252","168.6615582","-45.02514247"
"Paper Plus Queenstown Airport","State Highway 6","Frankton","Queenstown","9300","03 442 3818","168.7396202","-45.01965619"
"Whitcoulls Queenstown","22 Beach Street","Queenstown","Queenstown","9300","03 901 0043","168.6602305","-45.03183798"
"Z Queenstown","846 Frankton Road","Frankton","Queenstown","9300","03 4423500","168.7160773","-45.0173297"
"Countdown Queenstown","30 Grant Road","Frankton","Queenstown","9300","09 255 9743","168.747429","-45.015836"
"Wakatipu New World","1/12 Hawthorne Drive","Frankton","Queenstown","9300","03 442 3045","168.7434008","-45.02572333"
"Whitcoulls Remarkables","12 Hawthorne Drive","Frankton","Queenstown","9300","03 901 0100","168.741888","-45.026478"
"Pricecutter Four Square Raetihi","72 Seddon Street","Raetihi","Raetihi","4632","06 385 4107","175.2777231","-39.42667343"
"Raglan Four Square","3 Bankart Street","Raglan","Raglan","3225","07 825 0467","174.870662","-37.800719"
"Raglan Supervalue","16-18 Bow Street","Raglan","Raglan","3225","07 825 8300","174.869313","-37.799777"
"Rakaia Mobil","50 Bridge Street","Rakaia","Rakaia","7710","03 302 7040","172.0251252","-43.75618434"
"Countdown Rangiora East","40-54 Ivory Street","Waimakariri","Rangiora","7400","03 311 8170","172.598068","-43.306865"
"Gift And Lotto Shop","77 High Street","Waimakariri","Rangiora","7400","03 313 6548","172.5958972","-43.30332078"
"Pak N Save Rangiora","2 Southbrook Road","Wigram","Rangiora","7400","03 3118636","172.558056","-43.552614"
"Paper Plus Rangiora","186 High Street","Waimakariri","Rangiora","7400","03 313 7812","172.593364","-43.303515"
"Rangiora New World Supermarket","Good Street","Waimakariri","Rangiora","7400","03 311 8130","172.5944065","-43.30169768"
"Red Beach Four Square","42 Red Beach Road","Red Beach","Red Beach","0932","09 426 6987","174.6976631","-36.60545343"
"This That & Lotto","68 Broadway","Reefton","Reefton","7830","03 732 8660","171.864461","-42.119582"
"Renwick Dairy","63 High Street","Renwick","Renwick","7204","03 572 8238","173.8247982","-41.50850023"
"Renwick Supervalue","74-78 High Street","Renwick","Renwick","7204","03 572 8259","173.825624","-41.50813"
"Reporoa Foodmarket","608 Settlers Road","RD 2","Reporoa","3083","07 333 8358","176.3407309","-38.43574364"
"Riverhead Mini Market","1053 Coatesville-Riverhead Hwy","Riverhead","Riverhead","0820","09 412 8302","174.592006","-36.75695596"
"Riverton Supervalue","163 Palmerston Street","Riverton","Riverton","9822","03 234 8541","168.0133664","-46.35233951"
"Rolleston New World","92 Rolleston Drive","Selwyn","Rolleston","7614","03 3474404","172.3719448","-43.59850722"
"Rongotea Four Square","54 Thames Street","Rongotea","Rongotea","4817","06 3248829","175.4255005","-40.29259291"
"City Books & Lotto","1304 Tutanekai Street","Rotorua","Rotorua","3010","07 346 2674","176.2516793","-38.13952223"
"Dianne Dairy","1153 Tutanekai Street","Rotorua","Rotorua","3010","07 348 3487","176.251228","-38.134714"
"Lucky Lotto Shop","1188 Tutanekai Street","Rotorua","Rotorua","3010","07 348 4488","176.2516609","-38.13590715"
"New World Westend","175 - 247 Old Taupo Road","Hillcrest","Rotorua","3015","07 349 7720","176.2383721","-38.14755945"
"Pak N Save Rotorua","214 Fenton Street","Victoria","Rotorua","3010","07 347 8440","176.2538497","-38.14078516"
"Paper Plus Central","1170 Amohau Street","Rotorua","Rotorua","3010","07 349 6557","176.2517105","-38.14095875"
"Z Fenton Street","Cnr Fenton and Victoria Street","Rotorua","Rotorua","3010","07 348 5557","176.2532788","-38.14195586"
"Countdown Fairy Springs","54 Fairy Springs Road","Fairy Springs","Rotorua","3015","07 343 6070","176.228110","-38.120414"
"Z Fairy Springs","23 Fairy Springs Road","Fairy Springs","Rotorua","3015","07 348 2476","176.230606","-38.123055"
"Fordlands Four Square","1 Ford Road","Fordlands","Rotorua","3015","07 348 5318","176.2251823","-38.14754565"
"Koutu Four Square","48 Koutu Road","Koutu","Rotorua","3010","07 348 6892","176.2382628","-38.12007598"
"Edmund Road Four Square","42 Edmund Road","Pukehangi","Rotorua","3015","07 347 0498","176.214516","-38.136572"
"Ngongotaha Books Lotto & Postshop","161 Ngongotaha Road","Ngongotaha","Rotorua","3010","07 3574173","176.2126738","-38.08003916"
"Ngongotaha Four Square","1 Hall Road","Ngongotaha","Rotorua","3010","07 357 4475","176.2119807","-38.08107976"
"Eastside Pricecutter","555 Te Ngae Road","Owhata","Rotorua","3010","07 3459399","176.3025636","-38.12949667"
"Te Ngae Four Square","500 Te Ngae Road","Owhata","Rotorua","3010","07 345 3380","176.294875","-38.134107"
"Te Ngae Hardware & Lotto","510 Te Ngae Road","Owhata","Rotorua","3010","07 345 6280","176.295896","-38.13373321"
"Selwyn Heights Four Square","2 Kokako Street","Selwyn Heights","Rotorua","3015","07 347 6668","176.223274","-38.11773456"
"Skylane Superette","100 Fairy Springs Road","Selwyn Heights","Rotorua","3015","07 347 1110","176.22611","-38.116309"
"Springfield Superette & Lotto","81 Otonga Road","Springfield","Rotorua","3015","07 348 5540","176.2358049","-38.16027404"
"Relay Rotorua Intl Airport","837 State Highway 30","Owhata","Rotorua","3010","09 927 5410","176.3177817","-38.10934587"
"Westend Dairy & Post Shop","164 Malfroy Road","Utuhina","Rotorua","3015","07 348 9488","176.237219","-38.144917"
"Countdown Rotorua","246 Fenton Street","Victoria","Rotorua","3010","07 350 3277","176.254151","-38.14337605"
"Western Heights Foodmarket","4 Brookland Road","Western Heights","Rotorua","3015","07 3485147","176.2194934","-38.1290643"
"Roxburgh Supervalue","93 Scotland Street","Roxburgh","Roxburgh","9500","03 4468118","169.3147656","-45.54049948"
"Sweet Gifts","378 Marsden Point Road","Ruakaka Town Centre","Ruakaka","0116","09 4328104","174.456405","-35.87374143"
"Hikurangi Foodmarket","171 Waiomatatini Road","Ruatoria","Ruatoria","4032","06 864 8450","178.3030512","-37.90136546"
"Ruawai Four Square","15 Freyberg Road","Ruawai","Ruawai","0530","09 439 2011","174.0246889","-36.13571975"
"Russell Four Square","27 The Strand","Russell","Russell","0202","09 403 7819","174.1216466","-35.26194136"
"Z Sanson","44-46 Dundas Road","Sanson","Sanson","4817","06 329 3824","175.423065","-40.219646"
"Seddon Supervalue","3 Mills Street","Seddon","Seddon","7210","03 575 7011","174.0760763","-41.67354396"
"Shannon Four Square","70 Plimmer Terrace","Shannon","Shannon","4821","06 362 7876","175.4122822","-40.54640227"
"Countdown Silverdale","54 Hibiscus Coast Highway","Stanmore Bay","Silverdale","0932","09 255 9723","174.683728","-36.613841"
"Millwater Superette","2/175 Millwater Parkway","Stanmore Bay","Silverdale","0932","021 838179","174.678511","-36.604814"
"Pak N Save Silverdale","20 Hibiscus Coast Highway","Stanmore Bay","Silverdale","0932","09 421 9022","174.672763","-36.620926"
"Spring Creek Four Square","2226 State Highway 1","Spring Creek","Spring Creek","7202","03 570 5891","173.961882","-41.460278"
"Ship To Shore Four Square","20 Elgin Terrace","Halfmoon Bay","Stewart Island","9814","03 219 1069","168.1281961","-46.8974348"
"Countdown Stratford","23-27 Broadway","Stratford","Stratford","4332","06 765 8231","174.279519","-39.327169"
"New World Stratford","124 Regan Street","Stratford","Stratford","4332","06 765 6422","174.2849607","-39.33769294"
"Paper Plus Stratford","243 Broadway","Stratford","Stratford","4332","06 765 7832","174.2844256","-39.33917546"
"Stratford Four Square","408 Broadway","Stratford","Stratford","4332","06 765 0936","174.287386","-39.345083"
"Z Stratford","197 Broadway","Stratford","Stratford","4332","06 765 0473","174.283593","-39.3375307"
"New World Taihape","112-114 Hautapu Street","Taihape","Taihape","4742","06 388 0118","175.798476","-39.677239"
"Spacey's Video World","63C Hautapu Street","Taihape","Taihape","4720","06 3881699","175.7995334","-39.67875625"
"Taipa Foodmarket","568A State Highway 10","Taipa","Taipa","0420","09 406 1570","173.465780","-34.996455"
"Tairua Lotto & Stationery","227 Main Road","Tairua","Tairua","3508","07 864 7045","175.8496147","-36.99630406"
"Fresh Choice Takaka","13 Willow Street","Takaka","Takaka","7110","03 525 9383","172.8064271","-40.86149308"
"Take Note Takaka","29 Commercial Street","Takaka","Takaka","7110","03 525 9702","172.8058779","-40.85951548"
"Manuroa Superette","1/15 Princess Street","Takanini","Takanini","2112","09 298 5299","174.9198438","-37.03922643"
"Supervalue Takanini","31 Manuroa Road","Takanini","Takanini","2112","09 299 1522","174.919411","-37.039274"
"Conifer Grove Dairy","60 Walter Strevens Drive","Conifer Grove","Takanini","2112","09 298 8998","174.910243","-37.046803"
"Takanini Superette","2 Challen Close","Conifer Grove","Takanini","2112","09 948 2766","174.9136345","-37.03944292"
"Fuelstop","69 Tuhoe Street","Taneatua","Taneatua","3123","07 312 9394","177.0043214","-38.0659923"
"Tapanui Dairy","35 Northumberland Street","Tapanui","Tapanui","9522","03 204 8353","169.2607862","-45.94331689"
"Rahotu Four Square","Main South Road","Rahotu","Taranaki","4639","06 763 8862","173.8000644","-39.3302889"
"Paper Plus Taumarunui","77 Hakiaha Street","Taumarunui","Taumarunui","3920","07 895 7430","175.2631284","-38.88304231"
"Taumarunui New World","10 Hakiaha Street","Taumarunui","Taumarunui","3920","07 8960070","175.2581966","-38.88315028"
"Countdown Taupo","Cnr Tongariro & Spa Road","Taupo","Taupo","3330","07 376 0078","176.0705225","-38.68408141"
"Pak n Save Taupo","Cnr Ruapehu & Tamautu Streets","Taupo","Taupo","3330","07 376 0999","176.073526","-38.686059"
"Paper Plus Taupo","41 Heuheu Street","Taupo","Taupo","3330","07 378 5838","176.0714529","-38.68810806"
"Praters Four Square","65 Rifle Range Road","Taupo","Taupo","3330","07 378 4551","176.0806044","-38.69113018"
"United Video Taupo","18 Ruapehu Street","Taupo","Taupo","3330","07 378 3555","176.0711665","-38.68964907"
"Z Tauhara","200 Napier Road","Hilltop","Taupo","3300","07 929 8982","176.1100585","-38.70422246"
"Kemps General Store","Acacia Bay Road","Nukuhau","Taupo","3330","07 377 6014","176.0608826","-38.68087667"
"Richmond Superette","32 Richmond Avenue","Richmond Heights","Taupo","3330","07 378 7475","176.0911465","-38.71521872"
"Paetiki Lotto Magazines & Post","230 Taharepa Road","Tauhara","Taupo","3330","07 378 0404","176.0952935","-38.68464526"
"AJ's Lotto","15 Devonport Road","Tauranga","Tauranga","3110","07 578 6414","176.1697471","-37.68470077"
"John's Photo Pharmacy","292 Cameron Road","Tauranga","Tauranga","3110","07 578 3566","176.1649951","-37.68931607"
"Maungatapu Stationers","291 Maungatapu Road","Maungatapu","Tauranga","3112","07 544 0772","176.1787478","-37.71642832"
"Pak n Save Tauranga","476 Cameron Road","Tauranga","Tauranga","3110","07 578 7037","176.1603236","-37.69676912"
"Paper Plus Mt Maunganui","130 Maunganui Road","Mount Maunganui","Tauranga","3116","07 927 3160","176.1830285","-37.63732116"
"Tauranga City Lotto","44 Grey Street","Tauranga","Tauranga","3110","07 578 0010","176.1685382","-37.68532097"
"Z 11th Ave","Cnr 11th Ave & Cameron Road","Tauranga","Tauranga","3110","07 578 8545","176.1590991","-37.69789063"
"Bethlehem Four Square & Lotto","1455 State Highway 2","Bethlehem","Tauranga","3110","07 576 4750","176.1092374","-37.69588022"
"Cambridge Heights Foodmarket","158 Cambridge Road","Bethlehem","Tauranga","3110","07 571 0230","176.129346","-37.702766"
"Countdown Bethlehem","19 Bethlehem Road","Bethlehem","Tauranga","3110","07 579 2862","176.108716","-37.69518"
"Video Ezy Bethlehem","19 Bethlehem Road","Bethlehem","Tauranga","3110","07 579 3816","176.109629","-37.693662"
"Z Bethlehem","253B State Highway 2","Bethlehem","Tauranga","3110","07 579 3610","176.1069681","-37.69606422"
"Brookfield Foodmart and Lotto","75 Bellevue Road","Brookfield","Tauranga","3110","07 576 5469","176.1356667","-37.69078459"
"New World Brookfield","89 Bellevue Road","Brookfield","Tauranga","3110","07 5762850","176.1344906","-37.69001208"
"Countdown Fraser Cove","243 Fraser Street","Tauranga South","Tauranga","3110","07 571 0500","176.1520464","-37.71320284"
"Gate Pa Superette","951 Cameron Road","Gate Pa","Tauranga","3112","07 578 9482","176.1423889","-37.71310808"
"New World Gate Pa","Corner 22nd Ave & Cameron Road","Gate Pa","Tauranga","3112","07 571 4740","176.1429351","-37.7131699"
"Chadwick Stationery, Gifts & Lotto","123 Chadwick Road","Greerton","Tauranga","3112","07 578 4524","176.1355985","-37.72752358"
"Ohauiti Four Square","154 Ohauiti Road","Hairini","Tauranga","3112","07 544 4077","176.1636332","-37.73442677"
"Matua Dairy","97 Levers Road","Matua","Tauranga","3110","07 570 0470","176.1335924","-37.66489373"
"Fresh Choice Omokoroa","160 Omokoroa Road","Omokoroa","Tauranga","3172","07 2811 577","176.038839","-37.641072"
"Bureta Superette","20 Bureta Road","Otumoetai","Tauranga","3110","07 576 9415","176.1535464","-37.66805332"
"Cherrywood Lotto & Book Shop","42 Cherrywood Drive","Otumoetai","Tauranga","3110","07 576 4128","176.1401627","-37.66831727"
"Countdown Bureta Park","Cnr Vale Street & Bureta Road","Otumoetai","Tauranga","3110","09 255 9734","176.154427","-37.669038"
"Peter Pan Superette","413 Fraser Street","Parkvale","Tauranga","3112","07 578 4504","176.145242","-37.720965"
"Pyes Pa Supervalue","6/83 Pyes Pa Road","Pyes Pa","Tauranga","3112","07 543 0623","176.122809","-37.742492"
"Whakamarama General Store","1103 State Highway 2","RD 2","Tauranga","3172","07 548 0288","176.0252365","-37.68115413"
"Countdown Tauranga","618 Cameron Road","Tauranga South","Tauranga","3112","07 578 0055","176.1577105","-37.7004339"
"Greerton Lotto","1295 Cameron Road","Gate Pa","Tauranga","3112","07 578 4907","176.1330783","-37.72576314"
"Mags, Cards & Lotto","610 Cameron Road","Tauranga South","Tauranga","3112","07 571 5464","176.157894","-37.700255"
"Z 15th Ave","10-18 Fifteenth Avenue","Tauranga South","Tauranga","3112","07 578 5822","176.165009","-37.710915"
"Pak N Save Tauriko","2 Taurikura Drive","Tauriko","Tauranga","3171","07 571 0381","176.10378","-37.738292"
"Te Puna Four Square","626 Main Road, SH 2,","Te Puna","Tauranga","3176","07 552 5886","176.0734764","-37.6953627"
"Welcome Bay Foodmarket","187A Welcome Bay Road","Welcome Bay","Tauranga","3112","07 544 1265","176.1826887","-37.72485154"
"Welcome Bay Four Square","248 Welcome Bay Road","Welcome Bay","Tauranga","3112","07 544 2512","176.191729","-37.725397"
"Fresh Choice Te Anau","5 Milford Cresent","Te Anau","Te Anau","9600","03 249 9330","167.7150765","-45.41471549"
"Te Anau Four Square","30 Town Centre","Te Anau","Te Anau","9600","03 249 7547","167.713461","-45.416771"
"Te Aroha Four Square","122-126 Whitaker Street","Te Aroha","Te Aroha","3320","07 884 7677","175.713294","-37.54383"
"Te Aroha Supermarket","129 Whitaker Street","Te Aroha","Te Aroha","3320","07 884 8570","175.7127145","-37.54397831"
"Countdown Te Awamutu","180 Sloane Street","Te Awamutu","Te Awamutu","3800","07 872 0740","175.3255989","-38.01207338"
"Fresh Choice Te Awamutu","39 Rewi Street","Te Awamutu","Te Awamutu","3800","07 871 3086","175.3209058","-38.00923837"
"Movie HQ","170 George Street","Te Awamutu","Te Awamutu","3800","07 870 3130","175.3283244","-38.010786"
"Pak n Save Te Awamutu","670 Cambridge Road","Te Awamutu","Te Awamutu","3800","07 872 0015","175.3400236","-38.00760776"
"Paper Plus Te Awamutu","55 Arawata Street","Te Awamutu","Te Awamutu","3800","07 871 5257","175.3263082","-38.00959301"
"Kihikihi Bookshop","38 Lyon Street","Kihikihi","Te Awamutu","3800","07 871 4624","175.344905","-38.037728"
"Oparau Roadhouse","4370 State Highway 31, Oparau","RD 8","Te Awamutu","3878","07 871 0683","174.9184859","-38.05377002"
"Te Kauwhata Foodmarket","4 Main Road","Te Kauwhata","Te Kauwhata","3710","07 826 3867","175.1429947","-37.40455852"
"New World Te Kuiti","39 Rora Street","Te Kuiti","Te Kuiti","3910","07 878 8072","175.162316","-38.331677"
"Paper Plus Te Kuiti","157 Rora Street","Te Kuiti","Te Kuiti","3910","07 8788041","175.1658795","-38.3350324"
"Supervalue Te Kuiti","95 Rora Street","Te Kuiti","Te Kuiti","3910","07 878 8530","175.164151","-38.333560"
"Te Puke Four Square","137 Jellicoe Street","Papamoa Beach","Te Puke","3119","07 573 7764","176.325349","-37.78397229"
"Te Puke New World","12 Jocelyn Street","Papamoa Beach","Te Puke","3119","07 573 0020","176.3279416","-37.78597754"
"Te Puke United Video & Lotto","29 - 31 Jellicoe Street","Papamoa Beach","Te Puke","3119","07 5734322","176.329488","-37.78562296"
"Z Te Puke","Cnr Jellicoe & King Streets","Papamoa Beach","Te Puke","3119","07 573 6311","176.3306589","-37.78526005"
"Paengaroa Country Store","5 Old Coach Road","RD 9 Paengaroa","Te Puke","3189","07 533 1296","176.4119726","-37.82212765"
"Temuka New World","185 King Street","Temuka","Temuka","7920","03 6157770","171.27662","-44.24103284"
"Village Post Temuka","99 - 101 King Street","Temuka","Temuka","7920","03 615 9591","171.2774426","-44.24438249"
"Martina Four Square & Lotto","307 Pollen Street","Thames","Thames","3500","07 868 6482","175.5440809","-37.14271947"
